user_id,signup_at,country,marketing_channel,device_os
u_000106,2024-11-24 07:38:55,JP,referral,Android
u_000107,2024-11-03 14:32:57,US,paid_google,Android
u_000108,2024-12-29 19:49:18,JP,paid_facebook,Android
u_000109,2024-12-16 18:57:00,US,paid_google,Android
u_000110,2024-11-21 23:24:14,KR,paid_tiktok,iOS
u_000111,2024-12-15 02:55:16,KR,paid_tiktok,Android
u_000112,2024-11-19 05:26:22,KR,referral,iOS
u_000113,2024-11-28 01:38:00,KR,paid_google,Android
u_000114,2024-12-02 21:10:12,US,cross_promo,iOS
u_000115,2024-11-03 08:33:10,KR,paid_facebook,Android
u_000116,2024-12-19 23:59:33,JP,referral,iOS
u_000117,2024-12-24 06:19:31,JP,organic,Android
u_000118,2024-12-26 14:14:18,KR,paid_google,iOS
u_000119,2024-12-04 02:06:28,KR,paid_tiktok,Android
u_000120,2024-12-10 17:35:17,US,organic,iOS
u_000121,2024-12-22 06:33:59,US,paid_google,Android
u_000122,2024-11-05 20:25:26,KR,paid_google,Android
u_000123,2024-12-22 14:07:03,KR,organic,iOS
u_000124,2024-12-07 13:48:41,KR,paid_facebook,Android
u_000125,2024-11-28 16:22:09,US,organic,Android
u_000126,2024-12-02 04:12:59,US,cross_promo,Android
u_000127,2024-11-14 07:02:15,KR,cross_promo,Android
u_000128,2024-12-29 06:04:25,JP,organic,Android
u_000129,2024-12-30 00:00:26,US,paid_google,Android
u_000130,2024-12-12 10:35:01,KR,paid_tiktok,iOS
u_000131,2024-11-03 07:46:56,JP,paid_facebook,Android
u_000132,2024-12-27 13:44:18,KR,paid_tiktok,Android
u_000133,2024-12-30 05:19:07,JP,paid_tiktok,Android
u_000134,2024-11-19 21:41:52,US,paid_tiktok,iOS
u_000135,2024-11-21 06:32:01,US,organic,Android
u_000136,2024-12-18 11:50:09,KR,paid_facebook,iOS
u_000137,2024-11-30 07:26:14,KR,paid_facebook,Android
u_000138,2024-12-03 21:58:27,KR,organic,Android
u_000139,2024-11-26 17:12:24,KR,paid_facebook,Android
u_000140,2024-11-05 15:55:02,KR,cross_promo,Android
u_000141,2024-11-19 04:30:46,KR,cross_promo,Android
u_000142,2024-12-17 03:08:07,KR,paid_google,Android
u_000143,2024-11-30 11:35:39,US,paid_google,Android
u_000144,2024-11-02 14:33:22,JP,paid_tiktok,Android
u_000145,2024-11-19 11:13:24,KR,paid_google,Android
u_000146,2024-12-30 01:06:32,JP,paid_facebook,Android
u_000147,2024-12-24 03:37:42,JP,cross_promo,Android
u_000148,2024-11-21 23:05:49,KR,paid_tiktok,Android
u_000149,2024-12-13 06:24:11,JP,referral,iOS
u_000150,2024-11-27 04:56:30,US,referral,iOS
u_000151,2024-11-09 00:10:50,KR,referral,iOS
u_000152,2024-12-21 02:21:02,JP,paid_tiktok,Android
u_000153,2024-11-07 04:14:29,KR,cross_promo,iOS
u_000154,2024-11-28 06:42:25,KR,referral,Android
u_000155,2024-11-04 01:09:07,JP,paid_facebook,Android
u_000156,2024-11-30 22:05:08,KR,cross_promo,Android
u_000157,2024-12-13 01:22:28,JP,paid_google,Android
u_000158,2024-12-22 06:52:15,US,paid_facebook,Android
u_000159,2024-11-16 13:21:42,JP,paid_facebook,Android
u_000160,2024-11-10 02:43:00,KR,referral,Android
u_000161,2024-11-19 10:42:25,KR,referral,Android
u_000162,2024-11-23 07:52:03,JP,cross_promo,Android
u_000163,2024-11-04 17:04:07,JP,paid_facebook,Android
u_000164,2024-12-30 07:18:15,KR,organic,Android
u_000165,2024-11-09 17:50:00,JP,organic,Android
u_000166,2024-12-21 19:57:49,US,referral,Android
u_000167,2024-12-12 17:16:58,KR,referral,iOS
u_000168,2024-11-27 17:23:23,US,organic,Android
u_000169,2024-12-11 04:54:26,JP,organic,Android
u_000170,2024-12-27 01:38:18,JP,referral,Android
u_000171,2024-11-23 10:44:53,JP,organic,iOS
u_000172,2024-11-01 11:32:48,KR,paid_google,Android
u_000173,2024-11-01 20:18:05,US,paid_google,Android
u_000174,2024-11-25 23:11:39,US,paid_tiktok,iOS
u_000175,2024-11-21 14:55:06,US,referral,iOS
u_000176,2024-12-17 19:47:34,KR,referral,iOS
u_000177,2024-11-13 12:40:43,KR,referral,Android
u_000178,2024-11-05 06:13:46,KR,organic,iOS
u_000179,2024-11-23 13:49:30,KR,paid_tiktok,iOS
u_000180,2024-11-19 20:56:35,KR,cross_promo,iOS
u_000181,2024-12-05 05:24:01,JP,cross_promo,Android
u_000182,2024-11-17 23:01:48,KR,referral,Android
u_000183,2024-12-29 20:43:10,KR,organic,Android
u_000184,2024-12-20 06:23:11,US,paid_tiktok,Android
u_000185,2024-11-07 04:45:38,KR,paid_tiktok,Android
u_000186,2024-11-07 08:07:57,US,referral,iOS
u_000187,2024-12-29 02:23:03,KR,paid_facebook,Android
u_000188,2024-12-29 08:23:08,JP,paid_tiktok,Android
u_000189,2024-11-17 13:05:39,US,referral,Android
u_000190,2024-11-17 16:50:35,JP,paid_facebook,Android
u_000191,2024-12-26 03:42:34,KR,cross_promo,iOS
u_000192,2024-11-08 10:18:51,JP,organic,Android
u_000193,2024-12-22 20:55:48,KR,paid_facebook,Android
u_000194,2024-12-13 09:28:15,JP,paid_google,Android
u_000195,2024-11-01 02:53:07,KR,organic,Android
u_000196,2024-12-10 03:59:49,JP,referral,Android
u_000197,2024-11-29 12:52:59,KR,paid_tiktok,Android
u_000198,2024-12-27 11:43:11,JP,cross_promo,Android
u_000199,2024-12-23 04:24:00,KR,paid_google,Android
u_000200,2024-11-27 06:15:58,KR,paid_facebook,Android
u_000201,2024-11-01 13:08:51,KR,paid_facebook,Android
u_000202,2024-12-25 02:11:34,KR,paid_google,Android
u_000203,2024-11-18 13:10:49,JP,paid_facebook,iOS
u_000204,2024-12-27 12:52:19,US,organic,iOS
u_000205,2024-11-05 00:07:50,JP,paid_facebook,Android
u_000206,2024-12-07 12:17:36,JP,paid_facebook,iOS
u_000207,2024-11-04 20:43:34,KR,paid_tiktok,Android
u_000208,2024-12-16 06:56:19,JP,cross_promo,iOS
u_000209,2024-11-20 19:35:50,JP,paid_google,Android
u_000210,2024-12-13 10:01:42,KR,referral,iOS
u_000211,2024-11-10 09:18:56,JP,paid_tiktok,Android
u_000212,2024-11-13 13:13:31,KR,referral,iOS
u_000213,2024-11-03 13:04:55,KR,paid_google,iOS
u_000214,2024-12-22 04:10:42,JP,referral,Android
u_000215,2024-11-04 17:14:57,KR,referral,Android
u_000216,2024-12-24 02:28:37,KR,cross_promo,iOS
u_000217,2024-11-13 12:36:45,KR,referral,iOS
u_000218,2024-12-23 13:45:34,KR,organic,Android
u_000219,2024-12-31 11:04:53,US,cross_promo,iOS
u_000220,2024-12-26 06:05:28,KR,cross_promo,Android
u_000221,2024-11-03 17:59:19,KR,paid_tiktok,Android
u_000222,2024-12-15 00:13:43,US,paid_facebook,Android
u_000223,2024-11-03 04:54:41,KR,paid_facebook,Android
u_000224,2024-12-04 03:45:03,US,paid_tiktok,iOS
u_000225,2024-12-24 13:51:46,US,organic,Android
u_000226,2024-12-27 15:39:24,KR,organic,Android
u_000227,2024-11-22 21:11:41,KR,paid_facebook,Android
u_000228,2024-12-13 12:27:42,KR,referral,Android
u_000229,2024-12-14 03:05:02,KR,paid_tiktok,Android
u_000230,2024-11-14 04:42:51,KR,referral,Android
u_000231,2024-12-12 04:50:45,KR,paid_facebook,Android
u_000232,2024-12-13 18:19:23,KR,paid_facebook,Android
u_000233,2024-12-03 13:45:16,KR,paid_google,Android
u_000234,2024-11-19 13:54:11,US,organic,iOS
u_000235,2024-12-05 16:54:42,US,paid_google,iOS
u_000236,2024-12-30 17:05:54,KR,paid_tiktok,iOS
u_000237,2024-12-30 00:56:37,KR,paid_facebook,iOS
u_000238,2024-12-09 22:09:33,US,cross_promo,Android
u_000239,2024-12-19 19:42:38,KR,paid_tiktok,Android
u_000240,2024-11-07 14:58:41,JP,organic,iOS
u_000241,2024-11-16 20:51:52,KR,paid_facebook,Android
u_000242,2024-12-06 15:01:23,KR,referral,iOS
u_000243,2024-11-19 14:23:41,US,organic,Android
u_000244,2024-12-18 09:53:34,KR,referral,iOS
u_000245,2024-12-19 18:37:41,KR,paid_facebook,Android
u_000246,2024-12-21 10:12:10,KR,paid_google,Android
u_000247,2024-11-03 11:03:37,US,organic,Android
u_000248,2024-11-07 15:51:23,KR,paid_facebook,iOS
u_000249,2024-12-19 13:42:11,JP,cross_promo,iOS
u_000250,2024-12-28 03:42:39,JP,organic,Android
u_000251,2024-11-05 07:36:24,KR,paid_google,Android
u_000252,2024-11-09 16:43:45,KR,paid_facebook,Android
u_000253,2024-11-07 15:59:33,JP,referral,Android
u_000254,2024-12-19 07:56:40,KR,cross_promo,iOS
u_000255,2024-12-21 16:31:21,KR,paid_google,Android
u_000256,2024-11-21 19:40:54,US,referral,iOS
u_000257,2024-11-27 20:17:21,JP,paid_facebook,Android
u_000258,2024-12-14 15:11:15,US,cross_promo,iOS
u_000259,2024-11-07 23:45:53,KR,paid_tiktok,Android
u_000260,2024-11-04 22:33:45,KR,organic,Android
u_000261,2024-12-20 04:23:59,KR,paid_tiktok,iOS
u_000262,2024-11-03 04:09:51,KR,paid_google,Android
u_000263,2024-12-12 05:43:43,US,cross_promo,Android
u_000264,2024-11-26 23:51:11,KR,referral,Android
u_000265,2024-12-20 17:56:15,KR,cross_promo,Android
u_000266,2024-12-03 20:11:49,KR,paid_google,Android
u_000267,2024-12-02 16:42:00,KR,paid_tiktok,iOS
u_000268,2024-12-01 04:17:22,KR,referral,iOS
u_000269,2024-12-14 16:40:28,KR,referral,Android
u_000270,2024-11-15 02:27:47,JP,paid_tiktok,iOS
u_000271,2024-12-25 15:25:20,KR,organic,Android
u_000272,2024-11-04 20:27:55,KR,paid_tiktok,iOS
u_000273,2024-11-27 22:05:20,KR,paid_tiktok,Android
u_000274,2024-11-29 14:00:07,KR,referral,Android
u_000275,2024-11-03 22:22:23,KR,paid_facebook,Android
u_000276,2024-11-21 07:44:35,KR,cross_promo,Android
u_000277,2024-12-15 21:58:35,JP,paid_facebook,iOS
u_000278,2024-12-01 23:49:52,KR,cross_promo,Android
u_000279,2024-12-08 22:21:42,JP,paid_google,Android
u_000280,2024-11-15 01:11:08,KR,paid_tiktok,Android
u_000281,2024-12-12 14:12:52,US,paid_google,iOS
u_000282,2024-12-14 15:27:40,KR,paid_facebook,iOS
u_000283,2024-12-24 00:22:41,KR,paid_facebook,iOS
u_000284,2024-12-30 04:17:59,JP,organic,Android
u_000285,2024-11-23 17:19:43,KR,paid_google,iOS
u_000286,2024-11-05 11:13:50,JP,organic,iOS
u_000287,2024-11-04 03:35:08,US,organic,iOS
u_000288,2024-12-04 00:38:31,US,paid_facebook,iOS
u_000289,2024-12-03 13:25:45,JP,paid_facebook,iOS
u_000290,2024-12-02 02:51:12,US,paid_google,Android
u_000291,2024-11-12 11:14:21,KR,paid_google,Android
u_000292,2024-12-15 13:47:31,US,paid_facebook,Android
u_000293,2024-11-08 12:04:22,KR,paid_google,iOS
u_000294,2024-12-03 12:06:12,US,organic,Android
u_000295,2024-11-17 02:44:07,KR,referral,Android
u_000296,2024-11-24 05:12:05,US,cross_promo,iOS
u_000297,2024-12-26 02:27:52,US,paid_google,iOS
u_000298,2024-12-12 20:58:28,US,referral,Android
u_000299,2024-12-30 23:27:28,KR,cross_promo,iOS
u_000300,2024-12-16 01:26:03,JP,paid_tiktok,Android
u_000301,2024-11-07 09:32:25,KR,paid_facebook,Android
u_000302,2024-11-25 23:21:23,JP,cross_promo,iOS
u_000303,2024-11-23 02:21:38,KR,paid_tiktok,Android
u_000304,2024-11-12 03:01:28,KR,paid_facebook,Android
u_000305,2024-11-26 16:20:02,KR,paid_tiktok,Android
u_000306,2024-12-23 06:51:18,US,cross_promo,iOS
u_000307,2024-11-21 22:18:09,KR,organic,iOS
u_000308,2024-11-21 19:30:23,KR,referral,iOS
u_000309,2024-11-15 17:48:55,JP,referral,iOS
u_000310,2024-11-03 19:30:53,KR,paid_tiktok,Android
u_000311,2024-11-10 06:21:15,JP,cross_promo,Android
u_000312,2024-12-15 15:35:14,JP,paid_tiktok,Android
u_000313,2024-12-25 09:58:49,KR,organic,Android
u_000314,2024-11-11 06:29:30,KR,cross_promo,iOS
u_000315,2024-12-21 10:30:40,KR,paid_facebook,iOS
u_000316,2024-11-29 14:51:58,US,paid_tiktok,Android
u_000317,2024-11-18 13:46:58,JP,paid_google,iOS
u_000318,2024-11-19 02:41:25,US,cross_promo,iOS
u_000319,2024-12-26 14:06:58,JP,paid_google,Android
u_000320,2024-12-26 19:54:20,KR,cross_promo,iOS
u_000321,2024-11-25 18:36:39,KR,paid_facebook,iOS
u_000322,2024-12-04 04:14:49,KR,paid_facebook,iOS
u_000323,2024-11-04 05:44:26,US,cross_promo,iOS
u_000324,2024-12-21 16:28:43,KR,paid_google,Android
u_000325,2024-12-10 08:38:15,KR,paid_google,iOS
u_000326,2024-12-20 09:11:58,KR,paid_facebook,Android
u_000327,2024-12-04 07:58:44,KR,referral,Android
u_000328,2024-11-27 23:05:37,US,paid_tiktok,Android
u_000329,2024-11-25 17:04:23,KR,paid_tiktok,iOS
u_000330,2024-11-30 22:40:59,US,paid_facebook,Android
u_000331,2024-11-09 05:22:44,JP,organic,iOS
u_000332,2024-12-08 04:08:51,US,referral,Android
u_000333,2024-11-20 13:09:10,JP,paid_google,Android
u_000334,2024-11-30 08:39:14,US,paid_tiktok,iOS
u_000335,2024-12-10 06:18:12,KR,paid_tiktok,Android
u_000336,2024-12-08 19:03:48,KR,paid_tiktok,iOS
u_000337,2024-12-26 09:59:59,KR,organic,Android
u_000338,2024-12-20 06:39:28,JP,paid_facebook,Android
u_000339,2024-11-02 05:10:49,KR,cross_promo,Android
u_000340,2024-11-22 19:42:51,KR,paid_tiktok,iOS
u_000341,2024-11-11 10:02:06,US,paid_tiktok,iOS
u_000342,2024-11-16 01:22:13,US,referral,Android
u_000343,2024-11-06 05:58:29,KR,paid_facebook,Android
u_000344,2024-11-28 05:06:35,JP,paid_tiktok,iOS
u_000345,2024-12-04 01:38:42,KR,organic,iOS
u_000346,2024-11-16 20:06:26,KR,cross_promo,Android
u_000347,2024-12-28 04:15:43,KR,paid_facebook,Android
u_000348,2024-11-20 05:28:48,KR,paid_google,Android
u_000349,2024-11-09 18:23:47,US,paid_tiktok,Android
u_000350,2024-11-26 00:39:31,US,paid_tiktok,iOS
u_000351,2024-11-20 13:27:46,JP,paid_facebook,iOS
u_000352,2024-12-09 05:58:36,US,cross_promo,iOS
u_000353,2024-11-10 06:14:19,KR,paid_facebook,Android
u_000354,2024-12-18 21:50:28,KR,paid_google,iOS
u_000355,2024-12-03 04:43:37,KR,paid_tiktok,iOS
u_000356,2024-12-15 06:10:33,KR,paid_facebook,Android
u_000357,2024-11-11 07:31:57,KR,paid_google,iOS
u_000358,2024-12-18 03:06:19,KR,cross_promo,Android
u_000359,2024-12-11 05:44:01,JP,paid_facebook,Android
u_000360,2024-12-02 23:49:40,KR,organic,Android
u_000361,2024-12-30 21:25:14,JP,organic,Android
u_000362,2024-12-06 20:51:14,KR,referral,iOS
u_000363,2024-12-21 19:27:58,JP,paid_google,Android
u_000364,2024-12-16 02:50:17,KR,paid_google,Android
u_000365,2024-11-17 17:19:17,KR,paid_tiktok,Android
u_000366,2024-11-16 04:39:13,JP,paid_tiktok,iOS
u_000367,2024-11-13 00:42:45,JP,organic,iOS
u_000368,2024-12-28 02:26:32,KR,cross_promo,Android
u_000369,2024-11-20 15:04:11,KR,organic,iOS
u_000370,2024-11-30 10:32:04,JP,organic,Android
u_000371,2024-11-28 17:19:06,US,cross_promo,iOS
u_000372,2024-12-19 14:40:01,JP,cross_promo,Android
u_000373,2024-11-10 08:21:08,KR,paid_google,Android
u_000374,2024-11-29 23:46:29,JP,cross_promo,Android
u_000375,2024-12-25 09:07:44,JP,organic,Android
u_000376,2024-12-02 15:22:23,KR,cross_promo,Android
u_000377,2024-12-25 03:14:22,US,organic,Android
u_000378,2024-12-30 22:16:17,KR,paid_tiktok,Android
u_000379,2024-12-07 16:05:06,JP,paid_google,Android
u_000380,2024-11-01 20:45:22,KR,organic,Android
u_000381,2024-11-24 14:28:24,KR,paid_google,Android
u_000382,2024-11-10 05:15:11,US,paid_tiktok,iOS
u_000383,2024-12-12 21:21:13,JP,paid_facebook,iOS
u_000384,2024-12-17 14:48:09,JP,organic,iOS
u_000385,2024-12-23 21:35:15,JP,paid_facebook,iOS
u_000386,2024-12-18 13:23:24,KR,paid_tiktok,Android
u_000387,2024-11-11 08:36:23,KR,cross_promo,iOS
u_000388,2024-12-24 12:34:44,US,paid_tiktok,iOS
u_000389,2024-11-28 21:41:00,JP,cross_promo,Android
u_000390,2024-12-16 07:30:14,KR,organic,Android
u_000391,2024-12-14 19:14:09,KR,paid_google,Android
u_000392,2024-12-09 11:28:51,KR,cross_promo,Android
u_000393,2024-12-16 19:20:45,US,paid_tiktok,iOS
u_000394,2024-11-01 20:29:21,KR,paid_facebook,iOS
u_000395,2024-11-30 21:03:15,KR,paid_tiktok,Android
u_000396,2024-11-02 08:08:51,KR,referral,Android
u_000397,2024-11-18 05:31:11,KR,paid_tiktok,Android
u_000398,2024-12-13 20:58:10,KR,paid_tiktok,Android
u_000399,2024-11-16 16:08:11,KR,cross_promo,Android
u_000400,2024-12-12 08:50:25,US,referral,Android
u_000401,2024-12-06 15:03:24,KR,paid_facebook,Android
u_000402,2024-12-07 13:16:50,KR,organic,Android
u_000403,2024-12-15 21:20:50,US,referral,Android
u_000404,2024-11-09 02:14:47,KR,paid_facebook,Android
u_000405,2024-12-20 14:41:19,US,cross_promo,Android
u_000406,2024-12-28 02:58:23,KR,cross_promo,Android
u_000407,2024-11-11 13:17:49,JP,organic,Android
u_000408,2024-11-30 17:47:30,KR,paid_tiktok,iOS
u_000409,2024-12-10 01:03:15,KR,paid_tiktok,Android
u_000410,2024-11-10 14:49:27,KR,referral,Android
u_000411,2024-11-15 03:33:31,KR,paid_tiktok,iOS
u_000412,2024-11-03 19:53:39,KR,paid_facebook,Android
u_000413,2024-12-29 11:54:08,US,paid_google,Android
u_000414,2024-12-31 06:14:01,JP,organic,iOS
u_000415,2024-12-15 02:04:32,KR,paid_facebook,Android
u_000416,2024-12-05 16:30:34,JP,cross_promo,Android
u_000417,2024-12-11 15:18:40,KR,paid_tiktok,Android
u_000418,2024-12-30 06:20:51,KR,paid_google,iOS
u_000419,2024-11-26 20:41:12,KR,cross_promo,Android
u_000420,2024-12-04 19:13:52,US,organic,Android
u_000421,2024-11-13 01:42:43,KR,organic,Android
u_000422,2024-12-04 06:40:55,KR,paid_google,Android
u_000423,2024-11-20 08:55:30,US,referral,iOS
u_000424,2024-11-19 04:34:52,US,cross_promo,Android
u_000425,2024-11-26 10:08:15,KR,cross_promo,Android
u_000426,2024-11-10 02:23:40,US,paid_google,iOS
u_000427,2024-11-15 11:06:39,US,paid_facebook,iOS
u_000428,2024-11-29 01:45:48,KR,paid_google,Android
u_000429,2024-11-02 11:39:48,JP,cross_promo,iOS
u_000430,2024-12-25 18:02:41,KR,paid_tiktok,Android
u_000431,2024-12-10 12:46:49,KR,cross_promo,Android
u_000432,2024-12-18 10:41:06,KR,organic,Android
u_000433,2024-11-11 20:12:52,KR,cross_promo,Android
u_000434,2024-12-20 09:41:26,KR,cross_promo,Android
u_000435,2024-11-16 14:37:40,KR,cross_promo,Android
u_000436,2024-11-20 06:37:21,KR,referral,Android
u_000437,2024-11-19 15:37:44,US,paid_facebook,Android
u_000438,2024-12-20 21:16:58,KR,paid_facebook,iOS
u_000439,2024-12-11 15:23:32,JP,cross_promo,Android
u_000440,2024-12-08 11:10:29,KR,referral,iOS
u_000441,2024-12-02 16:04:41,KR,paid_facebook,Android
u_000442,2024-11-09 04:40:27,KR,referral,Android
u_000443,2024-12-18 01:42:23,US,paid_google,Android
u_000444,2024-11-26 21:31:41,KR,cross_promo,iOS
u_000445,2024-11-14 06:21:01,KR,paid_facebook,iOS
u_000446,2024-11-14 20:14:10,US,paid_tiktok,Android
u_000447,2024-12-26 19:08:16,US,referral,Android
u_000448,2024-11-16 13:08:58,KR,referral,iOS
u_000449,2024-12-08 16:24:24,KR,paid_google,Android
u_000450,2024-12-18 06:58:00,KR,referral,Android
u_000451,2024-11-05 23:40:37,KR,referral,Android
u_000452,2024-12-16 19:57:14,US,organic,iOS
u_000453,2024-12-29 21:10:15,KR,referral,iOS
u_000454,2024-11-04 15:21:21,JP,referral,Android
u_000455,2024-11-14 21:25:25,US,paid_tiktok,Android
u_000456,2024-12-06 02:34:19,KR,referral,Android
u_000457,2024-12-12 12:44:11,KR,paid_tiktok,iOS
u_000458,2024-12-24 18:27:11,KR,cross_promo,Android
u_000459,2024-11-21 07:22:34,JP,paid_tiktok,iOS
u_000460,2024-12-17 18:37:43,US,cross_promo,Android
u_000461,2024-11-03 05:48:27,KR,organic,Android
u_000462,2024-12-11 10:49:29,KR,paid_facebook,iOS
u_000463,2024-12-21 22:07:01,KR,cross_promo,Android
u_000464,2024-12-02 00:39:59,US,paid_facebook,Android
u_000465,2024-12-15 01:25:04,JP,cross_promo,Android
u_000466,2024-11-11 22:06:08,KR,paid_google,Android
u_000467,2024-11-22 20:12:56,JP,paid_google,iOS
u_000468,2024-11-17 07:12:48,KR,organic,Android
u_000469,2024-11-16 14:01:02,KR,organic,iOS
u_000470,2024-11-05 16:13:30,JP,paid_google,Android
u_000471,2024-11-22 17:08:44,KR,paid_google,Android
u_000472,2024-11-11 23:31:47,JP,paid_facebook,Android
